 all D ~ (p/mc)^2/t (sec^-1)
 E(MeV)=  0.1000
  alpha0   Daa         Dap         Dpp
  29.00  0.1928E-04  0.1302E-04  0.1636E-04
  30.00  0.1917E-04  0.1254E-04  0.1684E-04
  31.00  0.1917E-04  0.1198E-04  0.1719E-04
  32.00  0.1931E-04  0.1135E-04  0.1739E-04
  33.00  0.1960E-04  0.1064E-04  0.1740E-04
  34.00  0.2005E-04  0.9869E-05  0.1724E-04
  35.00  0.2067E-04  0.9073E-05  0.1696E-04
  36.00  0.2149E-04  0.8279E-05  0.1662E-04
  37.00  0.2251E-04  0.7519E-05  0.1625E-04
  38.00  0.2373E-04  0.6806E-05  0.1582E-04
  39.00  0.2512E-04  0.6153E-05  0.1529E-04
  40.00  0.2667E-04  0.5583E-05  0.1459E-04
  41.00  0.2831E-04  0.5110E-05  0.1376E-04
  42.00  0.3029E-04  0.4425E-05  0.1317E-04
  43.00  0.3230E-04  0.3874E-05  0.1249E-04
  44.00  0.3412E-04  0.3601E-05  0.1161E-04
  45.00  0.3587E-04  0.3445E-05  0.1075E-04
  46.00  0.3748E-04  0.3405E-05  0.9925E-05
  47.00  0.3928E-04  0.3155E-05  0.9449E-05
  48.00  0.4071E-04  0.3171E-05  0.8856E-05
  49.00  0.4247E-04  0.2802E-05  0.8704E-05
  50.00  0.4336E-04  0.3131E-05  0.8012E-05
  51.00  0.4589E-04  0.2229E-05  0.8337E-05
  52.00  0.4684E-04  0.2829E-05  0.7393E-05
  53.00  0.4954E-04  0.2096E-05  0.7508E-05
  54.00  0.5048E-04  0.2358E-05  0.7006E-05
  55.00  0.5009E-04  0.2894E-05  0.6570E-05
  56.00  0.4992E-04  0.3819E-05  0.5688E-05
  57.00  0.5185E-04  0.3646E-05  0.5414E-05
  58.00  0.5510E-04  0.2640E-05  0.5610E-05
  59.00  0.5689E-04  0.2575E-05  0.5019E-05
  60.00  0.5976E-04  0.2774E-05  0.3955E-05
  61.00  0.6262E-04  0.2769E-05  0.3936E-05
  62.00  0.6520E-04  0.2873E-05  0.3872E-05
  63.00  0.6738E-04  0.3082E-05  0.3761E-05
  64.00  0.7063E-04  0.2645E-05  0.3986E-05
  65.00  0.7226E-04  0.2895E-05  0.3881E-05
  66.00  0.7438E-04  0.2844E-05  0.3920E-05
  67.00  0.7568E-04  0.3216E-05  0.3765E-05
  68.00  0.8063E-04  0.2230E-05  0.4149E-05
  69.00  0.8186E-04  0.2987E-05  0.3760E-05
  70.00  0.8796E-04  0.2240E-05  0.3920E-05
  71.00  0.9412E-04  0.1693E-05  0.3985E-05
  72.00  0.9976E-04  0.1048E-05  0.4103E-05
  73.00  0.9850E-04  0.1476E-05  0.4033E-05
  74.00  0.8907E-04  0.2934E-05  0.3866E-05
  75.00  0.7755E-04  0.4914E-05  0.3556E-05
  76.00  0.7350E-04  0.5737E-05  0.3416E-05
  77.00  0.7749E-04  0.5079E-05  0.3554E-05
  78.00  0.8276E-04  0.4371E-05  0.3657E-05
  79.00  0.9086E-04  0.3277E-05  0.3808E-05
  80.00  0.1113E-03  0.2329E-06  0.4264E-05
  81.00  0.1600E-03 -0.6618E-05  0.5219E-05
  82.00  0.1521E-03 -0.3881E-05  0.4586E-05
  83.00  0.9322E-04  0.4674E-05  0.3346E-05
  84.00  0.7112E-04  0.7122E-05  0.3078E-05
  85.00  0.6543E-04  0.7158E-05  0.3173E-05
  86.00  0.7021E-04  0.5686E-05  0.3527E-05
  87.00  0.9274E-04  0.2072E-05  0.4266E-05
  88.00  0.1151E-03 -0.6564E-06  0.4941E-05
  89.00  0.1289E-03 -0.1144E-05  0.5336E-05
 E(MeV)=  1.1530
  alpha0   Daa         Dap         Dpp
   1.00  0.0000E+00  0.0000E+00  0.0000E+00
   2.00  0.0000E+00  0.0000E+00  0.0000E+00
   3.00  0.0000E+00  0.0000E+00  0.0000E+00
   4.00  0.0000E+00  0.0000E+00  0.0000E+00
   5.00  0.1382E-05  0.1113E-06  0.1147E-07
   6.00  0.1518E-05  0.1478E-06  0.1822E-07
   7.00  0.1684E-05  0.1930E-06  0.2771E-07
   8.00  0.1885E-05  0.2496E-06  0.4094E-07
   9.00  0.2125E-05  0.3205E-06  0.5925E-07
  10.00  0.2413E-05  0.4098E-06  0.8458E-07
  11.00  0.2755E-05  0.5231E-06  0.1195E-06
  12.00  0.3163E-05  0.6670E-06  0.1681E-06
  13.00  0.3650E-05  0.8510E-06  0.2355E-06
  14.00  0.4230E-05  0.1088E-05  0.3299E-06
  15.00  0.4926E-05  0.1394E-05  0.4632E-06
  16.00  0.5759E-05  0.1793E-05  0.6528E-06
  17.00  0.6756E-05  0.2316E-05  0.9251E-06
  18.00  0.7948E-05  0.3001E-05  0.1319E-05
  19.00  0.9357E-05  0.3899E-05  0.1892E-05
  20.00  0.1099E-04  0.5066E-05  0.2724E-05
  21.00  0.1283E-04  0.6548E-05  0.3918E-05
  22.00  0.1476E-04  0.8346E-05  0.5580E-05
  23.00  0.1658E-04  0.1036E-04  0.7761E-05
  24.00  0.1799E-04  0.1227E-04  0.1031E-04
  25.00  0.1873E-04  0.1349E-04  0.1306E-04
  26.00  0.1886E-04  0.1364E-04  0.1532E-04
  27.00  0.1860E-04  0.1339E-04  0.1637E-04
  28.00  0.1832E-04  0.1308E-04  0.1693E-04
  29.00  0.1813E-04  0.1261E-04  0.1751E-04
  30.00  0.1805E-04  0.1204E-04  0.1795E-04
  31.00  0.1810E-04  0.1139E-04  0.1821E-04
  32.00  0.1828E-04  0.1066E-04  0.1827E-04
  33.00  0.1862E-04  0.9853E-05  0.1812E-04
  34.00  0.1913E-04  0.9015E-05  0.1784E-04
  35.00  0.1983E-04  0.8185E-05  0.1749E-04
  36.00  0.2071E-04  0.7393E-05  0.1711E-04
  37.00  0.2180E-04  0.6654E-05  0.1664E-04
  38.00  0.2308E-04  0.5963E-05  0.1604E-04
  39.00  0.2454E-04  0.5319E-05  0.1530E-04
  40.00  0.2613E-04  0.4736E-05  0.1442E-04
  41.00  0.2779E-04  0.4264E-05  0.1343E-04
  42.00  0.2959E-04  0.3785E-05  0.1253E-04
  43.00  0.3159E-04  0.3206E-05  0.1187E-04
  44.00  0.3349E-04  0.2820E-05  0.1117E-04
  45.00  0.3504E-04  0.2839E-05  0.1024E-04
  46.00  0.3682E-04  0.2637E-05  0.9702E-05
  47.00  0.3800E-04  0.2962E-05  0.8814E-05
  48.00  0.4005E-04  0.2427E-05  0.8840E-05
  49.00  0.4181E-04  0.2098E-05  0.8741E-05
  50.00  0.4275E-04  0.2399E-05  0.8144E-05
  51.00  0.4392E-04  0.2514E-05  0.7721E-05
  52.00  0.4581E-04  0.2280E-05  0.7508E-05
  53.00  0.4802E-04  0.1995E-05  0.7267E-05
  54.00  0.4997E-04  0.1704E-05  0.7105E-05
  55.00  0.4913E-04  0.2697E-05  0.6289E-05
  56.00  0.4917E-04  0.3249E-05  0.5735E-05
  57.00  0.5097E-04  0.3101E-05  0.5432E-05
  58.00  0.5406E-04  0.2217E-05  0.5543E-05
  59.00  0.5610E-04  0.2009E-05  0.5049E-05
  60.00  0.5881E-04  0.2281E-05  0.3869E-05
  61.00  0.6171E-04  0.2278E-05  0.3858E-05
  62.00  0.6451E-04  0.2336E-05  0.3823E-05
  63.00  0.6693E-04  0.2506E-05  0.3741E-05
  64.00  0.7042E-04  0.2078E-05  0.3965E-05
  65.00  0.7229E-04  0.2313E-05  0.3869E-05
  66.00  0.7360E-04  0.2671E-05  0.3737E-05
  67.00  0.7562E-04  0.2653E-05  0.3777E-05
  68.00  0.7651E-04  0.3133E-05  0.3605E-05
  69.00  0.8030E-04  0.2733E-05  0.3742E-05
  70.00  0.8572E-04  0.2166E-05  0.3885E-05
  71.00  0.9178E-04  0.1677E-05  0.3946E-05
  72.00  0.9947E-04  0.7993E-06  0.4099E-05
  73.00  0.1035E-03  0.4887E-06  0.4137E-05
  74.00  0.9942E-04  0.9363E-06  0.4180E-05
  75.00  0.8443E-04  0.3451E-05  0.3785E-05
  76.00  0.7485E-04  0.5290E-05  0.3453E-05
  77.00  0.7519E-04  0.5372E-05  0.3439E-05
  78.00  0.8204E-04  0.4282E-05  0.3637E-05
  79.00  0.9503E-04  0.2225E-05  0.3977E-05
  80.00  0.1045E-03  0.1220E-05  0.4060E-05
  81.00  0.1489E-03 -0.5061E-05  0.4950E-05
  82.00  0.1533E-03 -0.4220E-05  0.4623E-05
  83.00  0.9585E-04  0.4196E-05  0.3407E-05
  84.00  0.7370E-04  0.6686E-05  0.3140E-05
  85.00  0.6848E-04  0.6592E-05  0.3248E-05
  86.00  0.7639E-04  0.4453E-05  0.3661E-05
  87.00  0.9947E-04  0.4408E-06  0.4347E-05
  88.00  0.1173E-03 -0.1927E-05  0.4811E-05
  89.00  0.1255E-03 -0.1762E-05  0.4989E-05
 E(MeV)=  1.2510
  alpha0   Daa         Dap         Dpp
   1.00  0.0000E+00  0.0000E+00  0.0000E+00
   2.00  0.0000E+00  0.0000E+00  0.0000E+00
   3.00  0.0000E+00  0.0000E+00  0.0000E+00
   4.00  0.0000E+00  0.0000E+00  0.0000E+00
   5.00  0.8216E-06  0.5990E-07  0.6768E-08
   6.00  0.9236E-06  0.8208E-07  0.1095E-07
   7.00  0.1049E-05  0.1105E-06  0.1696E-07
   8.00  0.1200E-05  0.1469E-06  0.2546E-07
   9.00  0.1380E-05  0.1933E-06  0.3737E-07
  10.00  0.1597E-05  0.2526E-06  0.5396E-07
  11.00  0.1852E-05  0.3282E-06  0.7699E-07
  12.00  0.2156E-05  0.4248E-06  0.1089E-06
  13.00  0.2517E-05  0.5488E-06  0.1535E-06
  14.00  0.2949E-05  0.7090E-06  0.2158E-06
  15.00  0.3466E-05  0.9175E-06  0.3040E-06
  16.00  0.4092E-05  0.1192E-05  0.4303E-06
  17.00  0.4851E-05  0.1556E-05  0.6139E-06
  18.00  0.5778E-05  0.2046E-05  0.8850E-06
  19.00  0.6911E-05  0.2711E-05  0.1292E-05
  20.00  0.8288E-05  0.3615E-05  0.1910E-05
  21.00  0.9938E-05  0.4841E-05  0.2856E-05
  22.00  0.1184E-04  0.6466E-05  0.4292E-05
  23.00  0.1388E-04  0.8512E-05  0.6404E-05
  24.00  0.1576E-04  0.1081E-04  0.9270E-05
  25.00  0.1712E-04  0.1269E-04  0.1290E-04
  26.00  0.1766E-04  0.1333E-04  0.1628E-04
  27.00  0.1747E-04  0.1311E-04  0.1766E-04
  28.00  0.1720E-04  0.1269E-04  0.1819E-04
  29.00  0.1704E-04  0.1213E-04  0.1872E-04
  30.00  0.1699E-04  0.1147E-04  0.1907E-04
  31.00  0.1709E-04  0.1070E-04  0.1918E-04
  32.00  0.1732E-04  0.9861E-05  0.1906E-04
  33.00  0.1772E-04  0.8977E-05  0.1879E-04
  34.00  0.1831E-04  0.8104E-05  0.1846E-04
  35.00  0.1907E-04  0.7279E-05  0.1808E-04
  36.00  0.2003E-04  0.6513E-05  0.1756E-04
  37.00  0.2119E-04  0.5802E-05  0.1686E-04
  38.00  0.2251E-04  0.5138E-05  0.1596E-04
  39.00  0.2399E-04  0.4511E-05  0.1495E-04
  40.00  0.2559E-04  0.3930E-05  0.1391E-04
  41.00  0.2726E-04  0.3438E-05  0.1287E-04
  42.00  0.2892E-04  0.3086E-05  0.1186E-04
  43.00  0.3080E-04  0.2583E-05  0.1123E-04
  44.00  0.3271E-04  0.2133E-05  0.1074E-04
  45.00  0.3431E-04  0.2038E-05  0.1007E-04
  46.00  0.3595E-04  0.1914E-05  0.9595E-05
  47.00  0.3718E-04  0.2171E-05  0.8884E-05
  48.00  0.3912E-04  0.1752E-05  0.8878E-05
  49.00  0.4092E-04  0.1431E-05  0.8818E-05
  50.00  0.4200E-04  0.1678E-05  0.8297E-05
  51.00  0.4306E-04  0.1863E-05  0.7853E-05
  52.00  0.4466E-04  0.1738E-05  0.7613E-05
  53.00  0.4680E-04  0.1516E-05  0.7334E-05
  54.00  0.4866E-04  0.1431E-05  0.6963E-05
  55.00  0.4901E-04  0.1815E-05  0.6475E-05
  56.00  0.4826E-04  0.2653E-05  0.5783E-05
  57.00  0.4968E-04  0.2729E-05  0.5321E-05
  58.00  0.5276E-04  0.1801E-05  0.5448E-05
  59.00  0.5504E-04  0.1454E-05  0.5063E-05
  60.00  0.5771E-04  0.1679E-05  0.3842E-05
  61.00  0.6048E-04  0.1755E-05  0.3797E-05
  62.00  0.6335E-04  0.1799E-05  0.3780E-05
  63.00  0.6597E-04  0.1943E-05  0.3719E-05
  64.00  0.6986E-04  0.1418E-05  0.3996E-05
  65.00  0.7184E-04  0.1740E-05  0.3859E-05
  66.00  0.7354E-04  0.2050E-05  0.3752E-05
  67.00  0.7576E-04  0.2024E-05  0.3802E-05
  68.00  0.7642E-04  0.2557E-05  0.3632E-05
  69.00  0.7929E-04  0.2312E-05  0.3750E-05
  70.00  0.8356E-04  0.1933E-05  0.3877E-05
  71.00  0.8918E-04  0.1577E-05  0.3945E-05
  72.00  0.9710E-04  0.7723E-06  0.4079E-05
  73.00  0.1046E-03  0.7740E-07  0.4155E-05
  74.00  0.1031E-03  0.7498E-06  0.3995E-05
  75.00  0.8966E-04  0.2780E-05  0.3755E-05
  76.00  0.7765E-04  0.4599E-05  0.3535E-05
  77.00  0.7536E-04  0.5124E-05  0.3451E-05
  78.00  0.7813E-04  0.4883E-05  0.3474E-05
  79.00  0.8603E-04  0.3753E-05  0.3650E-05
  80.00  0.1003E-03  0.1728E-05  0.3944E-05
  81.00  0.1382E-03 -0.3587E-05  0.4695E-05
  82.00  0.1534E-03 -0.4433E-05  0.4640E-05
  83.00  0.9779E-04  0.3780E-05  0.3457E-05
  84.00  0.7617E-04  0.6234E-05  0.3200E-05
  85.00  0.7208E-04  0.6003E-05  0.3333E-05
  86.00  0.8424E-04  0.3219E-05  0.3820E-05
  87.00  0.1063E-03 -0.7087E-06  0.4409E-05
  88.00  0.1185E-03 -0.2494E-05  0.4648E-05
  89.00  0.1208E-03 -0.1868E-05  0.4620E-05
 E(MeV)=  1.3570
  alpha0   Daa         Dap         Dpp
   1.00  0.0000E+00  0.0000E+00  0.0000E+00
   2.00  0.0000E+00  0.0000E+00  0.0000E+00
   3.00  0.0000E+00  0.0000E+00  0.0000E+00
   4.00  0.0000E+00  0.0000E+00  0.0000E+00
   5.00  0.5089E-06  0.3230E-07  0.4411E-08
   6.00  0.5908E-06  0.4675E-07  0.7314E-08
   7.00  0.6910E-06  0.6602E-07  0.1158E-07
   8.00  0.8118E-06  0.9137E-07  0.1771E-07
   9.00  0.9556E-06  0.1243E-06  0.2639E-07
  10.00  0.1126E-05  0.1667E-06  0.3850E-07
  11.00  0.1326E-05  0.2209E-06  0.5529E-07
  12.00  0.1562E-05  0.2900E-06  0.7843E-07
  13.00  0.1841E-05  0.3781E-06  0.1103E-06
  14.00  0.2170E-05  0.4910E-06  0.1543E-06
  15.00  0.2564E-05  0.6365E-06  0.2157E-06
  16.00  0.3035E-05  0.8265E-06  0.3024E-06
  17.00  0.3606E-05  0.1078E-05  0.4270E-06
  18.00  0.4305E-05  0.1417E-05  0.6104E-06
  19.00  0.5171E-05  0.1883E-05  0.8873E-06
  20.00  0.6251E-05  0.2534E-05  0.1318E-05
  21.00  0.7600E-05  0.3458E-05  0.2003E-05
  22.00  0.9263E-05  0.4767E-05  0.3114E-05
  23.00  0.1123E-04  0.6587E-05  0.4912E-05
  24.00  0.1335E-04  0.8946E-05  0.7713E-05
  25.00  0.1525E-04  0.1135E-04  0.1196E-04
  26.00  0.1639E-04  0.1271E-04  0.1682E-04
  27.00  0.1637E-04  0.1274E-04  0.1900E-04
  28.00  0.1611E-04  0.1223E-04  0.1952E-04
  29.00  0.1599E-04  0.1156E-04  0.1997E-04
  30.00  0.1601E-04  0.1078E-04  0.2016E-04
  31.00  0.1615E-04  0.9895E-05  0.2007E-04
  32.00  0.1646E-04  0.8965E-05  0.1983E-04
  33.00  0.1694E-04  0.8046E-05  0.1953E-04
  34.00  0.1760E-04  0.7179E-05  0.1916E-04
  35.00  0.1845E-04  0.6378E-05  0.1861E-04
  36.00  0.1948E-04  0.5639E-05  0.1780E-04
  37.00  0.2068E-04  0.4952E-05  0.1672E-04
  38.00  0.2202E-04  0.4315E-05  0.1550E-04
  39.00  0.2348E-04  0.3722E-05  0.1427E-04
  40.00  0.2505E-04  0.3170E-05  0.1316E-04
  41.00  0.2667E-04  0.2681E-05  0.1221E-04
  42.00  0.2828E-04  0.2315E-05  0.1137E-04
  43.00  0.2995E-04  0.1947E-05  0.1077E-04
  44.00  0.3174E-04  0.1513E-05  0.1045E-04
  45.00  0.3337E-04  0.1303E-05  0.1005E-04
  46.00  0.3496E-04  0.1160E-05  0.9691E-05
  47.00  0.3617E-04  0.1400E-05  0.9052E-05
  48.00  0.3796E-04  0.1097E-05  0.8970E-05
  49.00  0.4006E-04  0.5580E-06  0.9106E-05
  50.00  0.4112E-04  0.8774E-06  0.8514E-05
  51.00  0.4210E-04  0.1192E-05  0.7967E-05
  52.00  0.4367E-04  0.1021E-05  0.7808E-05
  53.00  0.4531E-04  0.1079E-05  0.7362E-05
  54.00  0.4745E-04  0.9125E-06  0.7010E-05
  55.00  0.4869E-04  0.8993E-06  0.6692E-05
  56.00  0.4698E-04  0.2223E-05  0.5696E-05
  57.00  0.4853E-04  0.2115E-05  0.5350E-05
  58.00  0.5149E-04  0.1218E-05  0.5436E-05
  59.00  0.5373E-04  0.8962E-06  0.5051E-05
  60.00  0.5650E-04  0.9559E-06  0.3893E-05
  61.00  0.5901E-04  0.1183E-05  0.3766E-05
  62.00  0.6185E-04  0.1235E-05  0.3752E-05
  63.00  0.6454E-04  0.1372E-05  0.3702E-05
  64.00  0.6873E-04  0.7565E-06  0.4030E-05
  65.00  0.7081E-04  0.1165E-05  0.3855E-05
  66.00  0.7292E-04  0.1443E-05  0.3759E-05
  67.00  0.7561E-04  0.1374E-05  0.3825E-05
  68.00  0.7650E-04  0.1904E-05  0.3662E-05
  69.00  0.7904E-04  0.1735E-05  0.3775E-05
  70.00  0.8228E-04  0.1504E-05  0.3898E-05
  71.00  0.8556E-04  0.1659E-05  0.3845E-05
  72.00  0.9266E-04  0.1065E-05  0.3961E-05
  73.00  0.1021E-03  0.1438E-06  0.4098E-05
  74.00  0.1075E-03 -0.1323E-06  0.4082E-05
  75.00  0.1001E-03  0.9763E-06  0.3988E-05
  76.00  0.8479E-04  0.3058E-05  0.3793E-05
  77.00  0.7642E-04  0.4698E-05  0.3499E-05
  78.00  0.7771E-04  0.4737E-05  0.3471E-05
  79.00  0.8611E-04  0.3519E-05  0.3668E-05
  80.00  0.9924E-04  0.1710E-05  0.3923E-05
  81.00  0.1322E-03 -0.2841E-05  0.4558E-05
  82.00  0.1530E-03 -0.4583E-05  0.4646E-05
  83.00  0.9896E-04  0.3428E-05  0.3494E-05
  84.00  0.7847E-04  0.5775E-05  0.3255E-05
  85.00  0.7613E-04  0.5350E-05  0.3421E-05
  86.00  0.9277E-04  0.2009E-05  0.3981E-05
  87.00  0.1120E-03 -0.1359E-05  0.4437E-05
  88.00  0.1185E-03 -0.2412E-05  0.4471E-05
  89.00  0.1163E-03 -0.1557E-05  0.4297E-05
 E(MeV)=  1.4720
  alpha0   Daa         Dap         Dpp
   1.00  0.0000E+00  0.0000E+00  0.0000E+00
   2.00  0.0000E+00  0.0000E+00  0.0000E+00
   3.00  0.0000E+00  0.0000E+00  0.0000E+00
   4.00  0.0000E+00  0.0000E+00  0.0000E+00
   5.00  0.3385E-06  0.1787E-07  0.3320E-08
   6.00  0.4083E-06  0.2825E-07  0.5639E-08
   7.00  0.4936E-06  0.4274E-07  0.9119E-08
   8.00  0.5963E-06  0.6236E-07  0.1420E-07
   9.00  0.7182E-06  0.8829E-07  0.2145E-07
  10.00  0.8617E-06  0.1220E-06  0.3163E-07
  11.00  0.1030E-05  0.1651E-06  0.4568E-07
  12.00  0.1226E-05  0.2199E-06  0.6486E-07
  13.00  0.1455E-05  0.2888E-06  0.9089E-07
  14.00  0.1722E-05  0.3757E-06  0.1261E-06
  15.00  0.2036E-05  0.4857E-06  0.1740E-06
  16.00  0.2408E-05  0.6257E-06  0.2395E-06
  17.00  0.2851E-05  0.8071E-06  0.3309E-06
  18.00  0.3387E-05  0.1047E-05  0.4610E-06
  19.00  0.4045E-05  0.1371E-05  0.6529E-06
  20.00  0.4868E-05  0.1825E-05  0.9473E-06
  21.00  0.5912E-05  0.2479E-05  0.1419E-05
  22.00  0.7250E-05  0.3445E-05  0.2212E-05
  23.00  0.8946E-05  0.4887E-05  0.3587E-05
  24.00  0.1099E-04  0.6993E-05  0.5983E-05
  25.00  0.1321E-04  0.9567E-05  0.1033E-04
  26.00  0.1498E-04  0.1166E-04  0.1662E-04
  27.00  0.1531E-04  0.1225E-04  0.2032E-04
  28.00  0.1509E-04  0.1167E-04  0.2091E-04
  29.00  0.1503E-04  0.1087E-04  0.2119E-04
  30.00  0.1510E-04  0.9960E-05  0.2114E-04
  31.00  0.1531E-04  0.8984E-05  0.2094E-04
  32.00  0.1569E-04  0.8016E-05  0.2069E-04
  33.00  0.1626E-04  0.7104E-05  0.2035E-04
  34.00  0.1702E-04  0.6258E-05  0.1977E-04
  35.00  0.1797E-04  0.5473E-05  0.1883E-04
  36.00  0.1906E-04  0.4748E-05  0.1756E-04
  37.00  0.2028E-04  0.4085E-05  0.1614E-04
  38.00  0.2160E-04  0.3490E-05  0.1471E-04
  39.00  0.2301E-04  0.2951E-05  0.1344E-04
  40.00  0.2450E-04  0.2449E-05  0.1241E-04
  41.00  0.2604E-04  0.1981E-05  0.1165E-04
  42.00  0.2757E-04  0.1594E-05  0.1107E-04
  43.00  0.2903E-04  0.1314E-05  0.1058E-04
  44.00  0.3068E-04  0.9042E-06  0.1039E-04
  45.00  0.3223E-04  0.6376E-06  0.1014E-04
  46.00  0.3364E-04  0.5646E-06  0.9754E-05
  47.00  0.3492E-04  0.6783E-06  0.9236E-05
  48.00  0.3666E-04  0.4081E-06  0.9100E-05
  49.00  0.3848E-04  0.1014E-06  0.9010E-05
  50.00  0.3972E-04  0.3104E-06  0.8492E-05
  51.00  0.4095E-04  0.4841E-06  0.8057E-05
  52.00  0.4218E-04  0.5960E-06  0.7700E-05
  53.00  0.4374E-04  0.5795E-06  0.7388E-05
  54.00  0.4591E-04  0.4418E-06  0.7009E-05
  55.00  0.4781E-04  0.1749E-06  0.6784E-05
  56.00  0.4604E-04  0.1496E-05  0.5770E-05
  57.00  0.4739E-04  0.1388E-05  0.5431E-05
  58.00  0.5024E-04  0.4996E-06  0.5490E-05
  59.00  0.5215E-04  0.3395E-06  0.5002E-05
  60.00  0.5429E-04  0.6940E-06  0.3684E-05
  61.00  0.5733E-04  0.5671E-06  0.3759E-05
  62.00  0.6008E-04  0.6339E-06  0.3736E-05
  63.00  0.6275E-04  0.7686E-06  0.3693E-05
  64.00  0.6528E-04  0.9757E-06  0.3623E-05
  65.00  0.6913E-04  0.5836E-06  0.3843E-05
  66.00  0.7153E-04  0.8490E-06  0.3753E-05
  67.00  0.7469E-04  0.7449E-06  0.3830E-05
  68.00  0.7615E-04  0.1224E-05  0.3679E-05
  69.00  0.7894E-04  0.1054E-05  0.3798E-05
  70.00  0.8293E-04  0.4762E-06  0.4079E-05
  71.00  0.8199E-04  0.1854E-05  0.3654E-05
  72.00  0.8624E-04  0.1867E-05  0.3645E-05
  73.00  0.9743E-04  0.3318E-06  0.4020E-05
  74.00  0.1068E-03 -0.3163E-06  0.4054E-05
  75.00  0.1093E-03 -0.6076E-06  0.4166E-05
  76.00  0.8779E-04  0.2860E-05  0.3655E-05
  77.00  0.7440E-04  0.5027E-05  0.3355E-05
  78.00  0.7809E-04  0.4431E-05  0.3498E-05
  79.00  0.8209E-04  0.4082E-05  0.3527E-05
  80.00  0.9482E-04  0.2289E-05  0.3797E-05
  81.00  0.1266E-03 -0.2152E-05  0.4426E-05
  82.00  0.1522E-03 -0.4677E-05  0.4642E-05
  83.00  0.9961E-04  0.3145E-05  0.3518E-05
  84.00  0.8067E-04  0.5314E-05  0.3304E-05
  85.00  0.8072E-04  0.4596E-05  0.3512E-05
  86.00  0.1008E-03  0.9151E-06  0.4113E-05
  87.00  0.1158E-03 -0.1575E-05  0.4413E-05
  88.00  0.1173E-03 -0.1839E-05  0.4304E-05
  89.00  0.1125E-03 -0.9700E-06  0.4061E-05
 E(MeV)=  1.5970
  alpha0   Daa         Dap         Dpp
   1.00  0.0000E+00  0.0000E+00  0.0000E+00
   2.00  0.0000E+00  0.0000E+00  0.0000E+00
   3.00  0.0000E+00  0.0000E+00  0.0000E+00
   4.00  0.0000E+00  0.0000E+00  0.0000E+00
   5.00  0.2431E-06  0.1001E-07  0.2844E-08
   6.00  0.3038E-06  0.1802E-07  0.4900E-08
   7.00  0.3788E-06  0.2974E-07  0.8030E-08
   8.00  0.4693E-06  0.4610E-07  0.1267E-07
   9.00  0.5774E-06  0.6820E-07  0.1935E-07
  10.00  0.7048E-06  0.9730E-07  0.2879E-07
  11.00  0.8539E-06  0.1349E-06  0.4190E-07
  12.00  0.1028E-05  0.1826E-06  0.5979E-07
  13.00  0.1229E-05  0.2425E-06  0.8390E-07
  14.00  0.1462E-05  0.3172E-06  0.1161E-06
  15.00  0.1731E-05  0.4098E-06  0.1590E-06
  16.00  0.2044E-05  0.5246E-06  0.2160E-06
  17.00  0.2412E-05  0.6680E-06  0.2922E-06
  18.00  0.2846E-05  0.8504E-06  0.3962E-06
  19.00  0.3367E-05  0.1089E-05  0.5415E-06
  20.00  0.4006E-05  0.1411E-05  0.7538E-06
  21.00  0.4807E-05  0.1867E-05  0.1083E-05
  22.00  0.5841E-05  0.2545E-05  0.1628E-05
  23.00  0.7199E-05  0.3596E-05  0.2602E-05
  24.00  0.8965E-05  0.5263E-05  0.4436E-05
  25.00  0.1119E-04  0.7610E-05  0.8351E-05
  26.00  0.1346E-04  0.1013E-04  0.1550E-04
  27.00  0.1427E-04  0.1159E-04  0.2142E-04
  28.00  0.1414E-04  0.1099E-04  0.2225E-04
  29.00  0.1413E-04  0.1005E-04  0.2227E-04
  30.00  0.1426E-04  0.9030E-05  0.2212E-04
  31.00  0.1456E-04  0.8013E-05  0.2193E-04
  32.00  0.1505E-04  0.7052E-05  0.2164E-04
  33.00  0.1573E-04  0.6157E-05  0.2103E-04
  34.00  0.1659E-04  0.5322E-05  0.1995E-04
  35.00  0.1759E-04  0.4548E-05  0.1848E-04
  36.00  0.1871E-04  0.3842E-05  0.1685E-04
  37.00  0.1993E-04  0.3219E-05  0.1525E-04
  38.00  0.2120E-04  0.2679E-05  0.1383E-04
  39.00  0.2254E-04  0.2202E-05  0.1270E-04
  40.00  0.2392E-04  0.1758E-05  0.1189E-04
  41.00  0.2536E-04  0.1321E-05  0.1137E-04
  42.00  0.2679E-04  0.9207E-06  0.1102E-04
  43.00  0.2812E-04  0.6497E-06  0.1067E-04
  44.00  0.2959E-04  0.2512E-06  0.1054E-04
  45.00  0.3097E-04  0.7774E-08  0.1029E-04
  46.00  0.3221E-04 -0.1609E-07  0.9839E-05
  47.00  0.3349E-04 -0.1369E-07  0.9385E-05
  48.00  0.3535E-04 -0.4611E-06  0.9354E-05
  49.00  0.3657E-04 -0.2678E-06  0.8778E-05
  50.00  0.3794E-04 -0.1676E-06  0.8346E-05
  51.00  0.3954E-04 -0.2619E-06  0.8114E-05
  52.00  0.4030E-04  0.2739E-06  0.7424E-05
  53.00  0.4233E-04 -0.1812E-06  0.7512E-05
  54.00  0.4404E-04 -0.1058E-07  0.6956E-05
  55.00  0.4569E-04  0.9390E-07  0.6422E-05
  56.00  0.4535E-04  0.5515E-06  0.5944E-05
