 all D ~ (p/mc)^2/t (sec^-1)
 E(MeV)=  0.1000
  alpha0   Daa         Dap         Dpp
  alpha0   Daa         Dap         Dpp
   1.00  0.0000E+00  0.0000E+00  0.0000E+00
   2.00  0.0000E+00  0.0000E+00  0.0000E+00
   3.00  0.0000E+00  0.0000E+00  0.0000E+00
   4.00  0.0000E+00  0.0000E+00  0.0000E+00
   5.00  0.1671E-04  0.1627E-05  0.1650E-06
   6.00  0.1720E-04  0.2017E-05  0.2471E-06
   7.00  0.1775E-04  0.2442E-05  0.3515E-06
   8.00  0.1835E-04  0.2906E-05  0.4820E-06
   9.00  0.1902E-04  0.3413E-05  0.6428E-06
  10.00  0.1974E-04  0.3968E-05  0.8391E-06
  11.00  0.2051E-04  0.4573E-05  0.1076E-05
  12.00  0.2129E-04  0.5228E-05  0.1359E-05
  13.00  0.2209E-04  0.5934E-05  0.1693E-05
  14.00  0.2287E-04  0.6682E-05  0.2083E-05
  15.00  0.2362E-04  0.7464E-05  0.2531E-05
  16.00  0.2429E-04  0.8267E-05  0.3035E-05
  17.00  0.2488E-04  0.9070E-05  0.3591E-05
  18.00  0.2534E-04  0.9852E-05  0.4191E-05
  19.00  0.2569E-04  0.1059E-04  0.4822E-05
  20.00  0.2590E-04  0.1127E-04  0.5467E-05
  21.00  0.2599E-04  0.1188E-04  0.6115E-05
  22.00  0.2598E-04  0.1241E-04  0.6755E-05
  23.00  0.2590E-04  0.1288E-04  0.7386E-05
  24.00  0.2576E-04  0.1327E-04  0.8005E-05
  25.00  0.2566E-04  0.1351E-04  0.8842E-05
  26.00  0.2554E-04  0.1367E-04  0.9659E-05
  27.00  0.2543E-04  0.1382E-04  0.1037E-04
  28.00  0.2531E-04  0.1392E-04  0.1100E-04
  29.00  0.2523E-04  0.1395E-04  0.1160E-04
  30.00  0.2519E-04  0.1389E-04  0.1216E-04
  31.00  0.2521E-04  0.1375E-04  0.1266E-04
  32.00  0.2529E-04  0.1352E-04  0.1310E-04
  33.00  0.2547E-04  0.1323E-04  0.1347E-04
  34.00  0.2576E-04  0.1285E-04  0.1376E-04
  35.00  0.2618E-04  0.1241E-04  0.1398E-04
  36.00  0.2676E-04  0.1192E-04  0.1410E-04
  37.00  0.2750E-04  0.1136E-04  0.1415E-04
  38.00  0.2841E-04  0.1077E-04  0.1413E-04
  39.00  0.2951E-04  0.1015E-04  0.1401E-04
  40.00  0.3075E-04  0.9545E-05  0.1379E-04
  41.00  0.3210E-04  0.9018E-05  0.1344E-04
  42.00  0.3348E-04  0.8636E-05  0.1293E-04
  43.00  0.3529E-04  0.7925E-05  0.1279E-04
  44.00  0.3673E-04  0.7730E-05  0.1211E-04
  45.00  0.3800E-04  0.7785E-05  0.1122E-04
  46.00  0.4050E-04  0.6670E-05  0.1150E-04
  47.00  0.4201E-04  0.6592E-05  0.1076E-04
  48.00  0.4387E-04  0.6216E-05  0.1029E-04
  49.00  0.4542E-04  0.6170E-05  0.9535E-05
  50.00  0.4733E-04  0.5802E-05  0.9080E-05
  51.00  0.4961E-04  0.5029E-05  0.9004E-05
  52.00  0.5177E-04  0.4123E-05  0.9125E-05
  53.00  0.5018E-04  0.5692E-05  0.7516E-05
  54.00  0.5110E-04  0.5359E-05  0.7424E-05
  55.00  0.5148E-04  0.5863E-05  0.6602E-05
  56.00  0.5249E-04  0.6035E-05  0.5986E-05
  57.00  0.5460E-04  0.5433E-05  0.5860E-05
  58.00  0.5603E-04  0.5373E-05  0.5410E-05
  59.00  0.5847E-04  0.5436E-05  0.5511E-05
  60.00  0.6058E-04  0.5419E-05  0.4246E-05
  61.00  0.6245E-04  0.5651E-05  0.4087E-05
  62.00  0.6605E-04  0.4917E-05  0.4449E-05
  63.00  0.6803E-04  0.5061E-05  0.4316E-05
  64.00  0.6993E-04  0.5315E-05  0.4120E-05
  65.00  0.7352E-04  0.4859E-05  0.4240E-05
  66.00  0.7598E-04  0.5006E-05  0.4054E-05
  67.00  0.8096E-04  0.4057E-05  0.4343E-05
  68.00  0.8300E-04  0.4297E-05  0.4127E-05
  69.00  0.8614E-04  0.3700E-05  0.4287E-05
  70.00  0.8512E-04  0.4145E-05  0.4152E-05
  71.00  0.8190E-04  0.4736E-05  0.4091E-05
  72.00  0.7683E-04  0.5752E-05  0.3908E-05
  73.00  0.7112E-04  0.7177E-05  0.3558E-05
  74.00  0.7272E-04  0.6731E-05  0.3710E-05
  75.00  0.7339E-04  0.6812E-05  0.3653E-05
  76.00  0.7770E-04  0.6038E-05  0.3791E-05
  77.00  0.8586E-04  0.4486E-05  0.4068E-05
  78.00  0.9399E-04  0.3196E-05  0.4230E-05
  79.00  0.1057E-03  0.1449E-05  0.4434E-05
  80.00  0.1349E-03 -0.2954E-05  0.5049E-05
  81.00  0.2401E-03 -0.1832E-04  0.7260E-05
  82.00  0.1232E-03  0.1418E-05  0.4027E-05
  83.00  0.7899E-04  0.8294E-05  0.3130E-05
  84.00  0.6770E-04  0.1042E-04  0.3047E-05
  85.00  0.6708E-04  0.1140E-04  0.3209E-05
  86.00  0.7005E-04  0.1201E-04  0.3473E-05
  87.00  0.7642E-04  0.1180E-04  0.3843E-05
  88.00  0.8870E-04  0.9489E-05  0.4393E-05
  89.00  0.1011E-03  0.5242E-05  0.4931E-05
 E(MeV)=  0.7671
  alpha0   Daa         Dap         Dpp
   1.00  0.0000E+00  0.0000E+00  0.0000E+00
   2.00  0.0000E+00  0.0000E+00  0.0000E+00
   3.00  0.0000E+00  0.0000E+00  0.0000E+00
   4.00  0.0000E+00  0.0000E+00  0.0000E+00
   5.00  0.1284E-04  0.1244E-05  0.1260E-06
   6.00  0.1331E-04  0.1556E-05  0.1903E-06
   7.00  0.1387E-04  0.1904E-05  0.2738E-06
   8.00  0.1450E-04  0.2292E-05  0.3801E-06
   9.00  0.1522E-04  0.2729E-05  0.5145E-06
  10.00  0.1601E-04  0.3221E-05  0.6827E-06
  11.00  0.1688E-04  0.3775E-05  0.8918E-06
  12.00  0.1780E-04  0.4396E-05  0.1149E-05
  13.00  0.1878E-04  0.5088E-05  0.1465E-05
  14.00  0.1980E-04  0.5853E-05  0.1846E-05
  15.00  0.2081E-04  0.6685E-05  0.2303E-05
  16.00  0.2179E-04  0.7574E-05  0.2838E-05
  17.00  0.2271E-04  0.8500E-05  0.3453E-05
  18.00  0.2351E-04  0.9434E-05  0.4141E-05
  19.00  0.2415E-04  0.1034E-04  0.4889E-05
  20.00  0.2461E-04  0.1119E-04  0.5671E-05
  21.00  0.2487E-04  0.1193E-04  0.6456E-05
  22.00  0.2496E-04  0.1256E-04  0.7218E-05
  23.00  0.2490E-04  0.1306E-04  0.7941E-05
  24.00  0.2476E-04  0.1346E-04  0.8625E-05
  25.00  0.2461E-04  0.1367E-04  0.9521E-05
  26.00  0.2447E-04  0.1378E-04  0.1042E-04
  27.00  0.2431E-04  0.1386E-04  0.1118E-04
  28.00  0.2415E-04  0.1392E-04  0.1181E-04
  29.00  0.2403E-04  0.1388E-04  0.1243E-04
  30.00  0.2395E-04  0.1375E-04  0.1298E-04
  31.00  0.2394E-04  0.1354E-04  0.1347E-04
  32.00  0.2401E-04  0.1324E-04  0.1389E-04
  33.00  0.2419E-04  0.1286E-04  0.1422E-04
  34.00  0.2448E-04  0.1241E-04  0.1446E-04
  35.00  0.2492E-04  0.1191E-04  0.1460E-04
  36.00  0.2553E-04  0.1134E-04  0.1466E-04
  37.00  0.2632E-04  0.1073E-04  0.1463E-04
  38.00  0.2730E-04  0.1008E-04  0.1450E-04
  39.00  0.2848E-04  0.9402E-05  0.1432E-04
  40.00  0.2983E-04  0.8727E-05  0.1408E-04
  41.00  0.3133E-04  0.8116E-05  0.1376E-04
  42.00  0.3286E-04  0.7659E-05  0.1328E-04
  43.00  0.3437E-04  0.7365E-05  0.1265E-04
  44.00  0.3629E-04  0.6777E-05  0.1236E-04
  45.00  0.3767E-04  0.6791E-05  0.1146E-04
  46.00  0.4013E-04  0.5774E-05  0.1160E-04
  47.00  0.4126E-04  0.6053E-05  0.1049E-04
  48.00  0.4357E-04  0.5266E-05  0.1039E-04
  49.00  0.4508E-04  0.5251E-05  0.9593E-05
  50.00  0.4708E-04  0.4869E-05  0.9139E-05
  51.00  0.4869E-04  0.4772E-05  0.8500E-05
  52.00  0.4989E-04  0.4805E-05  0.7882E-05
  53.00  0.5106E-04  0.4444E-05  0.7765E-05
  54.00  0.4998E-04  0.5500E-05  0.6743E-05
  55.00  0.5054E-04  0.5791E-05  0.6184E-05
  56.00  0.5296E-04  0.5089E-05  0.6227E-05
  57.00  0.5414E-04  0.5205E-05  0.5675E-05
  58.00  0.5620E-04  0.4715E-05  0.5464E-05
  59.00  0.5852E-04  0.4705E-05  0.5404E-05
  60.00  0.6095E-04  0.4811E-05  0.4265E-05
  61.00  0.6298E-04  0.5024E-05  0.4121E-05
  62.00  0.6632E-04  0.4414E-05  0.4418E-05
  63.00  0.6827E-04  0.4549E-05  0.4301E-05
  64.00  0.7001E-04  0.4787E-05  0.4127E-05
  65.00  0.7337E-04  0.4345E-05  0.4257E-05
  66.00  0.7561E-04  0.4575E-05  0.4049E-05
  67.00  0.8158E-04  0.3251E-05  0.4497E-05
  68.00  0.8345E-04  0.3795E-05  0.4117E-05
  69.00  0.8824E-04  0.2962E-05  0.4314E-05
  70.00  0.8971E-04  0.2952E-05  0.4273E-05
  71.00  0.8875E-04  0.3053E-05  0.4335E-05
  72.00  0.8226E-04  0.4438E-05  0.4045E-05
  73.00  0.7439E-04  0.6212E-05  0.3641E-05
  74.00  0.7428E-04  0.6061E-05  0.3749E-05
  75.00  0.7425E-04  0.6280E-05  0.3673E-05
  76.00  0.7991E-04  0.5199E-05  0.3896E-05
  77.00  0.8124E-04  0.5316E-05  0.3787E-05
  78.00  0.8871E-04  0.4105E-05  0.3960E-05
  79.00  0.1020E-03  0.1975E-05  0.4265E-05
  80.00  0.1231E-03 -0.1094E-05  0.4659E-05
  81.00  0.2456E-03 -0.1950E-04  0.7380E-05
  82.00  0.1310E-03 -0.1775E-06  0.4162E-05
  83.00  0.8061E-04  0.7330E-05  0.3128E-05
  84.00  0.6633E-04  0.9517E-05  0.2994E-05
  85.00  0.6451E-04  0.1036E-04  0.3145E-05
  86.00  0.6768E-04  0.1083E-04  0.3446E-05
  87.00  0.7760E-04  0.1034E-04  0.3943E-05
  88.00  0.9580E-04  0.7858E-05  0.4685E-05
  89.00  0.1129E-03  0.4140E-05  0.5364E-05
 E(MeV)=  0.8323
  alpha0   Daa         Dap         Dpp
   1.00  0.0000E+00  0.0000E+00  0.0000E+00
   2.00  0.0000E+00  0.0000E+00  0.0000E+00
   3.00  0.0000E+00  0.0000E+00  0.0000E+00
   4.00  0.0000E+00  0.0000E+00  0.0000E+00
   5.00  0.9187E-05  0.8783E-06  0.8830E-07
   6.00  0.9610E-05  0.1109E-05  0.1347E-06
   7.00  0.1011E-04  0.1371E-05  0.1958E-06
   8.00  0.1069E-04  0.1671E-05  0.2753E-06
   9.00  0.1137E-04  0.2018E-05  0.3781E-06
  10.00  0.1213E-04  0.2418E-05  0.5101E-06
  11.00  0.1300E-04  0.2885E-05  0.6790E-06
  12.00  0.1395E-04  0.3425E-05  0.8939E-06
  13.00  0.1500E-04  0.4051E-05  0.1166E-05
  14.00  0.1614E-04  0.4769E-05  0.1508E-05
  15.00  0.1732E-04  0.5587E-05  0.1935E-05
  16.00  0.1856E-04  0.6504E-05  0.2460E-05
  17.00  0.1979E-04  0.7509E-05  0.3095E-05
  18.00  0.2096E-04  0.8581E-05  0.3845E-05
  19.00  0.2200E-04  0.9679E-05  0.4703E-05
  20.00  0.2284E-04  0.1075E-04  0.5645E-05
  21.00  0.2343E-04  0.1172E-04  0.6627E-05
  22.00  0.2375E-04  0.1254E-04  0.7591E-05
  23.00  0.2383E-04  0.1317E-04  0.8485E-05
  24.00  0.2371E-04  0.1362E-04  0.9283E-05
  25.00  0.2355E-04  0.1380E-04  0.1026E-04
  26.00  0.2337E-04  0.1384E-04  0.1125E-04
  27.00  0.2318E-04  0.1387E-04  0.1205E-04
  28.00  0.2298E-04  0.1387E-04  0.1268E-04
  29.00  0.2282E-04  0.1376E-04  0.1330E-04
  30.00  0.2272E-04  0.1355E-04  0.1386E-04
  31.00  0.2269E-04  0.1325E-04  0.1433E-04
  32.00  0.2275E-04  0.1288E-04  0.1471E-04
  33.00  0.2293E-04  0.1243E-04  0.1499E-04
  34.00  0.2325E-04  0.1190E-04  0.1517E-04
  35.00  0.2373E-04  0.1131E-04  0.1525E-04
  36.00  0.2436E-04  0.1070E-04  0.1518E-04
  37.00  0.2519E-04  0.1007E-04  0.1499E-04
  38.00  0.2625E-04  0.9346E-05  0.1481E-04
  39.00  0.2750E-04  0.8623E-05  0.1456E-04
  40.00  0.2895E-04  0.7922E-05  0.1429E-04
  41.00  0.3056E-04  0.7257E-05  0.1399E-04
  42.00  0.3225E-04  0.6722E-05  0.1356E-04
  43.00  0.3387E-04  0.6428E-05  0.1287E-04
  44.00  0.3591E-04  0.5796E-05  0.1255E-04
  45.00  0.3736E-04  0.5827E-05  0.1157E-04
  46.00  0.3882E-04  0.5835E-05  0.1067E-04
  47.00  0.4098E-04  0.5144E-05  0.1047E-04
  48.00  0.4318E-04  0.4439E-05  0.1030E-04
  49.00  0.4469E-04  0.4393E-05  0.9553E-05
  50.00  0.4661E-04  0.4069E-05  0.9085E-05
  51.00  0.4816E-04  0.4104E-05  0.8362E-05
  52.00  0.4996E-04  0.3847E-05  0.7978E-05
  53.00  0.5114E-04  0.3725E-05  0.7662E-05
  54.00  0.5056E-04  0.4437E-05  0.6950E-05
  55.00  0.5056E-04  0.5039E-05  0.6274E-05
  56.00  0.5222E-04  0.4897E-05  0.5979E-05
  57.00  0.5390E-04  0.4771E-05  0.5637E-05
  58.00  0.5628E-04  0.4132E-05  0.5531E-05
  59.00  0.5842E-04  0.4041E-05  0.5293E-05
  60.00  0.6099E-04  0.4231E-05  0.4238E-05
  61.00  0.6326E-04  0.4389E-05  0.4121E-05
  62.00  0.6519E-04  0.4648E-05  0.3962E-05
  63.00  0.6856E-04  0.4072E-05  0.4241E-05
  64.00  0.7025E-04  0.4261E-05  0.4116E-05
  65.00  0.7178E-04  0.4572E-05  0.3920E-05
  66.00  0.7503E-04  0.4221E-05  0.4005E-05
  67.00  0.7728E-04  0.4425E-05  0.3820E-05
  68.00  0.8277E-04  0.3494E-05  0.4068E-05
  69.00  0.8890E-04  0.2420E-05  0.4326E-05
  70.00  0.9029E-04  0.2943E-05  0.4027E-05
  71.00  0.8984E-04  0.3327E-05  0.3929E-05
  72.00  0.9154E-04  0.2120E-05  0.4485E-05
  73.00  0.7918E-04  0.5058E-05  0.3754E-05
  74.00  0.7713E-04  0.5141E-05  0.3852E-05
  75.00  0.7856E-04  0.4840E-05  0.3939E-05
  76.00  0.7455E-04  0.6235E-05  0.3538E-05
  77.00  0.8322E-04  0.4589E-05  0.3869E-05
  78.00  0.8644E-04  0.4366E-05  0.3833E-05
  79.00  0.9755E-04  0.2656E-05  0.4073E-05
  80.00  0.1239E-03 -0.1397E-05  0.4665E-05
  81.00  0.2235E-03 -0.1617E-04  0.6810E-05
  82.00  0.1385E-03 -0.1520E-05  0.4300E-05
  83.00  0.8325E-04  0.6508E-05  0.3158E-05
  84.00  0.6605E-04  0.8736E-05  0.2971E-05
  85.00  0.6280E-04  0.9375E-05  0.3103E-05
  86.00  0.6577E-04  0.9532E-05  0.3417E-05
  87.00  0.7925E-04  0.8458E-05  0.4021E-05
  88.00  0.1021E-03  0.5776E-05  0.4889E-05
  89.00  0.1219E-03  0.2759E-05  0.5625E-05
 E(MeV)=  0.9030
  alpha0   Daa         Dap         Dpp
   1.00  0.0000E+00  0.0000E+00  0.0000E+00
   2.00  0.0000E+00  0.0000E+00  0.0000E+00
   3.00  0.0000E+00  0.0000E+00  0.0000E+00
   4.00  0.0000E+00  0.0000E+00  0.0000E+00
   5.00  0.6145E-05  0.5744E-06  0.5726E-07
   6.00  0.6487E-05  0.7320E-06  0.8811E-07
   7.00  0.6898E-05  0.9146E-06  0.1295E-06
   8.00  0.7383E-05  0.1129E-05  0.1843E-06
   9.00  0.7954E-05  0.1382E-05  0.2566E-06
  10.00  0.8616E-05  0.1683E-05  0.3517E-06
  11.00  0.9380E-05  0.2043E-05  0.4765E-06
  12.00  0.1025E-04  0.2473E-05  0.6402E-06
  13.00  0.1124E-04  0.2988E-05  0.8543E-06
  14.00  0.1236E-04  0.3603E-05  0.1134E-05
  15.00  0.1357E-04  0.4333E-05  0.1496E-05
  16.00  0.1491E-04  0.5192E-05  0.1963E-05
  17.00  0.1632E-04  0.6186E-05  0.2559E-05
  18.00  0.1776E-04  0.7313E-05  0.3305E-05
  19.00  0.1918E-04  0.8546E-05  0.4216E-05
  20.00  0.2046E-04  0.9836E-05  0.5288E-05
  21.00  0.2150E-04  0.1110E-04  0.6487E-05
  22.00  0.2222E-04  0.1223E-04  0.7732E-05
  23.00  0.2257E-04  0.1310E-04  0.8916E-05
  24.00  0.2259E-04  0.1370E-04  0.9940E-05
  25.00  0.2246E-04  0.1391E-04  0.1106E-04
  26.00  0.2227E-04  0.1387E-04  0.1217E-04
  27.00  0.2205E-04  0.1383E-04  0.1300E-04
  28.00  0.2181E-04  0.1377E-04  0.1363E-04
  29.00  0.2163E-04  0.1358E-04  0.1425E-04
  30.00  0.2151E-04  0.1329E-04  0.1480E-04
  31.00  0.2148E-04  0.1291E-04  0.1524E-04
  32.00  0.2156E-04  0.1245E-04  0.1558E-04
  33.00  0.2175E-04  0.1191E-04  0.1579E-04
  34.00  0.2210E-04  0.1132E-04  0.1589E-04
  35.00  0.2261E-04  0.1067E-04  0.1585E-04
  36.00  0.2330E-04  0.9973E-05  0.1569E-04
  37.00  0.2419E-04  0.9265E-05  0.1542E-04
  38.00  0.2526E-04  0.8575E-05  0.1506E-04
  39.00  0.2652E-04  0.7924E-05  0.1468E-04
  40.00  0.2813E-04  0.7113E-05  0.1450E-04
  41.00  0.2981E-04  0.6467E-05  0.1413E-04
  42.00  0.3164E-04  0.5872E-05  0.1369E-04
  43.00  0.3342E-04  0.5485E-05  0.1301E-04
  44.00  0.3502E-04  0.5385E-05  0.1205E-04
  45.00  0.3700E-04  0.4937E-05  0.1150E-04
  46.00  0.3829E-04  0.5156E-05  0.1035E-04
  47.00  0.4061E-04  0.4348E-05  0.1026E-04
  48.00  0.4275E-04  0.3690E-05  0.1008E-04
  49.00  0.4345E-04  0.4299E-05  0.8841E-05
  50.00  0.4631E-04  0.3110E-05  0.9202E-05
  51.00  0.4765E-04  0.3343E-05  0.8375E-05
  52.00  0.4968E-04  0.3034E-05  0.8056E-05
  53.00  0.5033E-04  0.3556E-05  0.7237E-05
  54.00  0.5200E-04  0.2782E-05  0.7617E-05
  55.00  0.5036E-04  0.4383E-05  0.6326E-05
  56.00  0.5137E-04  0.4691E-05  0.5767E-05
  57.00  0.5331E-04  0.4457E-05  0.5525E-05
  58.00  0.5616E-04  0.3614E-05  0.5582E-05
  59.00  0.5820E-04  0.3450E-05  0.5205E-05
  60.00  0.6087E-04  0.3710E-05  0.4167E-05
  61.00  0.6332E-04  0.3799E-05  0.4084E-05
  62.00  0.6536E-04  0.4034E-05  0.3943E-05
  63.00  0.6860E-04  0.3561E-05  0.4176E-05
  64.00  0.7050E-04  0.3726E-05  0.4079E-05
  65.00  0.7195E-04  0.4051E-05  0.3908E-05
  66.00  0.7466E-04  0.3828E-05  0.3966E-05
  67.00  0.7653E-04  0.4077E-05  0.3790E-05
  68.00  0.8152E-04  0.3291E-05  0.4004E-05
  69.00  0.8512E-04  0.3293E-05  0.3847E-05
  70.00  0.9102E-04  0.2474E-05  0.4016E-05
  71.00  0.9360E-04  0.2401E-05  0.3995E-05
  72.00  0.9176E-04  0.2834E-05  0.3948E-05
  73.00  0.8644E-04  0.3454E-05  0.3975E-05
  74.00  0.7594E-04  0.5580E-05  0.3547E-05
  75.00  0.7210E-04  0.6358E-05  0.3416E-05
  76.00  0.7497E-04  0.5829E-05  0.3547E-05
  77.00  0.7771E-04  0.5573E-05  0.3562E-05
  78.00  0.8763E-04  0.3864E-05  0.3872E-05
  79.00  0.9712E-04  0.2536E-05  0.4043E-05
  80.00  0.1215E-03 -0.1138E-05  0.4577E-05
  81.00  0.1865E-03 -0.1046E-04  0.5875E-05
  82.00  0.1448E-03 -0.2575E-05  0.4425E-05
  83.00  0.8655E-04  0.5806E-05  0.3211E-05
  84.00  0.6697E-04  0.8101E-05  0.2983E-05
  85.00  0.6232E-04  0.8508E-05  0.3092E-05
  86.00  0.6514E-04  0.8218E-05  0.3411E-05
  87.00  0.8217E-04  0.6301E-05  0.4097E-05
  88.00  0.1075E-03  0.3457E-05  0.4996E-05
  89.00  0.1276E-03  0.1280E-05  0.5698E-05
 E(MeV)=  0.9796
  alpha0   Daa         Dap         Dpp
   1.00  0.0000E+00  0.0000E+00  0.0000E+00
   2.00  0.0000E+00  0.0000E+00  0.0000E+00
   3.00  0.0000E+00  0.0000E+00  0.0000E+00
   4.00  0.0000E+00  0.0000E+00  0.0000E+00
   5.00  0.3877E-05  0.3505E-06  0.3474E-07
   6.00  0.4134E-05  0.4511E-06  0.5393E-07
   7.00  0.4446E-05  0.5702E-06  0.8004E-07
   8.00  0.4820E-05  0.7127E-06  0.1153E-06
   9.00  0.5265E-05  0.8850E-06  0.1627E-06
  10.00  0.5790E-05  0.1095E-05  0.2262E-06
  11.00  0.6406E-05  0.1351E-05  0.3117E-06
  12.00  0.7126E-05  0.1667E-05  0.4263E-06
  13.00  0.7961E-05  0.2055E-05  0.5807E-06
  14.00  0.8928E-05  0.2535E-05  0.7885E-06
  15.00  0.1004E-04  0.3126E-05  0.1068E-05
  16.00  0.1129E-04  0.3852E-05  0.1445E-05
  17.00  0.1270E-04  0.4734E-05  0.1948E-05
  18.00  0.1423E-04  0.5795E-05  0.2615E-05
  19.00  0.1585E-04  0.7038E-05  0.3486E-05
  20.00  0.1747E-04  0.8444E-05  0.4591E-05
  21.00  0.1897E-04  0.9950E-05  0.5935E-05
  22.00  0.2020E-04  0.1143E-04  0.7466E-05
  23.00  0.2101E-04  0.1270E-04  0.9048E-05
  24.00  0.2133E-04  0.1362E-04  0.1047E-04
  25.00  0.2132E-04  0.1395E-04  0.1188E-04
  26.00  0.2114E-04  0.1387E-04  0.1317E-04
  27.00  0.2090E-04  0.1374E-04  0.1403E-04
  28.00  0.2064E-04  0.1361E-04  0.1466E-04
  29.00  0.2045E-04  0.1333E-04  0.1527E-04
  30.00  0.2032E-04  0.1295E-04  0.1579E-04
  31.00  0.2031E-04  0.1248E-04  0.1619E-04
  32.00  0.2040E-04  0.1194E-04  0.1647E-04
  33.00  0.2063E-04  0.1131E-04  0.1661E-04
  34.00  0.2103E-04  0.1063E-04  0.1660E-04
  35.00  0.2159E-04  0.9905E-05  0.1644E-04
  36.00  0.2235E-04  0.9148E-05  0.1615E-04
  37.00  0.2330E-04  0.8396E-05  0.1582E-04
  38.00  0.2445E-04  0.7678E-05  0.1545E-04
  39.00  0.2577E-04  0.7026E-05  0.1502E-04
  40.00  0.2724E-04  0.6467E-05  0.1446E-04
  41.00  0.2909E-04  0.5723E-05  0.1411E-04
  42.00  0.3098E-04  0.5112E-05  0.1357E-04
  43.00  0.3290E-04  0.4630E-05  0.1289E-04
  44.00  0.3461E-04  0.4474E-05  0.1191E-04
  45.00  0.3651E-04  0.4147E-05  0.1120E-04
  46.00  0.3797E-04  0.4246E-05  0.1017E-04
  47.00  0.4005E-04  0.3705E-05  0.9871E-05
  48.00  0.4114E-04  0.3994E-05  0.8921E-05
  49.00  0.4294E-04  0.3581E-05  0.8703E-05
  50.00  0.4392E-04  0.3878E-05  0.7931E-05
  51.00  0.4691E-04  0.2686E-05  0.8395E-05
  52.00  0.4870E-04  0.2635E-05  0.7910E-05
  53.00  0.5017E-04  0.2735E-05  0.7399E-05
  54.00  0.5037E-04  0.3256E-05  0.6785E-05
  55.00  0.4990E-04  0.3886E-05  0.6276E-05
  56.00  0.5107E-04  0.4020E-05  0.5884E-05
  57.00  0.5256E-04  0.4137E-05  0.5417E-05
  58.00  0.5578E-04  0.3132E-05  0.5604E-05
  59.00  0.5776E-04  0.2936E-05  0.5133E-05
  60.00  0.6047E-04  0.3235E-05  0.4069E-05
  61.00  0.6319E-04  0.3249E-05  0.4029E-05
  62.00  0.6545E-04  0.3433E-05  0.3913E-05
  63.00  0.6854E-04  0.3085E-05  0.4083E-05
  64.00  0.7059E-04  0.3185E-05  0.4028E-05
  65.00  0.7208E-04  0.3478E-05  0.3892E-05
  66.00  0.7464E-04  0.3311E-05  0.3963E-05
  67.00  0.7604E-04  0.3692E-05  0.3771E-05
  68.00  0.8040E-04  0.3014E-05  0.3980E-05
  69.00  0.8357E-04  0.3140E-05  0.3800E-05
  70.00  0.8998E-04  0.2291E-05  0.3973E-05
  71.00  0.9498E-04  0.1881E-05  0.4009E-05
  72.00  0.9708E-04  0.1729E-05  0.4054E-05
  73.00  0.9115E-04  0.2865E-05  0.3873E-05
  74.00  0.8136E-04  0.4427E-05  0.3675E-05
  75.00  0.7398E-04  0.5761E-05  0.3460E-05
  76.00  0.7660E-04  0.5164E-05  0.3632E-05
  77.00  0.7796E-04  0.5230E-05  0.3575E-05
  78.00  0.8251E-04  0.4684E-05  0.3639E-05
  79.00  0.9911E-04  0.1918E-05  0.4114E-05
  80.00  0.1150E-03 -0.1964E-06  0.4374E-05
  81.00  0.1688E-03 -0.7811E-05  0.5430E-05
  82.00  0.1494E-03 -0.3353E-05  0.4522E-05
  83.00  0.9002E-04  0.5207E-05  0.3278E-05
  84.00  0.6874E-04  0.7582E-05  0.3021E-05
  85.00  0.6326E-04  0.7777E-05  0.3117E-05
  86.00  0.6641E-04  0.6941E-05  0.3443E-05
  87.00  0.8669E-04  0.4095E-05  0.4178E-05
  88.00  0.1118E-03  0.1214E-05  0.5011E-05
  89.00  0.1299E-03 -0.7677E-07  0.5590E-05
 E(MeV)=  1.0630
  alpha0   Daa         Dap         Dpp
   1.00  0.0000E+00  0.0000E+00  0.0000E+00
   2.00  0.0000E+00  0.0000E+00  0.0000E+00
   3.00  0.0000E+00  0.0000E+00  0.0000E+00
   4.00  0.0000E+00  0.0000E+00  0.0000E+00
   5.00  0.2342E-05  0.2018E-06  0.2011E-07
   6.00  0.2528E-05  0.2631E-06  0.3154E-07
   7.00  0.2756E-05  0.3371E-06  0.4733E-07
   8.00  0.3031E-05  0.4276E-06  0.6899E-07
   9.00  0.3360E-05  0.5392E-06  0.9858E-07
  10.00  0.3753E-05  0.6775E-06  0.1390E-06
  11.00  0.4219E-05  0.8503E-06  0.1942E-06
  12.00  0.4771E-05  0.1067E-05  0.2698E-06
  13.00  0.5423E-05  0.1340E-05  0.3736E-06
  14.00  0.6192E-05  0.1686E-05  0.5169E-06
  15.00  0.7100E-05  0.2125E-05  0.7157E-06
  16.00  0.8165E-05  0.2683E-05  0.9921E-06
  17.00  0.9404E-05  0.3392E-05  0.1378E-05
  18.00  0.1083E-04  0.4286E-05  0.1914E-05
  19.00  0.1243E-04  0.5401E-05  0.2658E-05
  20.00  0.1417E-04  0.6761E-05  0.3673E-05
  21.00  0.1597E-04  0.8352E-05  0.5020E-05
  22.00  0.1766E-04  0.1010E-04  0.6718E-05
  23.00  0.1902E-04  0.1180E-04  0.8689E-05
  24.00  0.1984E-04  0.1319E-04  0.1068E-04
  25.00  0.2010E-04  0.1385E-04  0.1262E-04
  26.00  0.2001E-04  0.1380E-04  0.1424E-04
  27.00  0.1974E-04  0.1360E-04  0.1516E-04
  28.00  0.1947E-04  0.1338E-04  0.1577E-04
